source	reference	translation
After finishing his work, he sat down.	پنهنجو ڪم مڪمل ڪرڻ کانپوءِ، هو بيٺو.	پنهنجو ڪم مڪمل ڪرڻ کانپوءِ، هو بيٺو.
Parents sacrifice their own needs for children.	والدين ٻارن لاءِ پنهنجيون ضرورتون قربان ڪن ٿا.	والدين ٻارن لاءِ پنهنجيون ضرورتون قربان ڪن ٿا.
Respecting elders is an important value.	وڏن کي عزت ڏيڻ هڪ اهم قدر آهي.	وڏن کي عزت ڏيڻ هڪ اهم قدر آهي.
Tea is served to guests as a gesture of hospitality.	ميهمانن کي ميهمان نوازي جي نشاني طور چانهه پيش ڪئي وڃي ٿي.	ميهمانن کي ميهمان نوازي جي نشاني طور چانهه پيش ڪئي وڃي ٿي.
Teachers shape young minds.	استاد نوجوان ذهنن کي شڪل ڏين ٿا.	استاد نوجوان ذهنن کي شڪل ڏين ٿا.
The wedding ceremony lasted three days.	شادي جي تقريب ٽن ڏينهن تائين هلي.	شادي جي تقريب ٽن ڏينهن تائين هلي.
The river flows peacefully through the valley.	درياهه وادي ۾ پرامن طريقي سان وهندي آهي.	درياهه وادي ۾ پرامن طريقي سان وهندي آهي.
Farmers wake up early to tend to crops.	کسان فصلن جي سنڀال لاءِ جلدي اٿندا آهن.	کسان فصلن جي سنڀال لاءِ جلدي اٿندا آهن.
Birds were chirping in the trees.	پکي وڻن ۾ چيڪيون ڪري رهيا هئا.	پکي وڻن ۾ چيڪيون ڪري رهيا هئا.
Students gathered in the library.	شاگرد لائبريري ۾ گڏ ٿيا.	شاگرد لائبريري ۾ گڏ ٿيا.
The professor wrote equations on the blackboard.	پروفيسر تختي تي مساوات لکيون.	پروفيسر تختي تي مساوات لکيون.
Teachers shape young minds.	استاد نوجوان ذهنن کي شڪل ڏين ٿا.	استاد نوجوان ذهنن کي شڪل ڏين ٿا.
Doctors work long hours to treat patients.	ڊاڪٽر مرضي کي علاج ڪرڻ لاءِ ڊگهيون گهڙيون ڪم ڪندا آهن.	ڊاڪٽر مرضي کي علاج ڪرڻ لاءِ ڊگهيون گهڙيون ڪم ڪندا آهن.
We decided to visit the old temple.	اسان پراڻي مندر ڏسڻ جو فيصلو ڪيو.	اسان پراڻي مندر ڏسڻ جو فيصلو ڪيو.
I woke up early this morning.	مان اڄ صبح جلدي اٿي ويسم.	مان اڄ صبح جلدي اٿي ويسم.
Sports teach teamwork and discipline.	راندون ٽيم ورڪ ۽ نظم وضبط سکائي ٿيون.	راندون ٽيم ورڪ ۽ نظم وضبط سکائي ٿيون.
Spices add flavor to traditional dishes.	مسالا رواجي کاڌن ۾ ذائقو وڌائي ٿو.	مسالا رواجي کاڌن ۾ ذائقو وڌائي ٿو.
Family members support each other during difficult times.	خاندان جا ميمبر مشڪل وقتن ۾ هڪ ٻئي جي مدد ڪندا آهن.	خاندان جا ميمبر مشڪل وقتن ۾ هڪ ٻئي جي مدد ڪندا آهن.
My grandmother told me stories.	منهنجي ناني مون کي ڪهاڻيون ٻڌايون.	منهنجي ناني مون کي ڪهاڻيون ٻڌايون.
Teachers shape young minds.	استاد نوجوان ذهنن کي شڪل ڏين ٿا.	استاد نوجوان ذهنن کي شڪل ڏين ٿا.
Learning a new language requires practice.	نئين ٻولي سکڻ لاءِ مشق جي ضرورت آهي.	نئين ٻولي سکڻ لاءِ مشق جي ضرورت آهي.
Eating fresh fruits provides essential vitamins.	تازه ميوا کائڻ ضروري وٽامن فراهم ڪري ٿو.	تازه ميوا کائڻ ضروري وٽامن فراهم ڪري ٿو.
Spices add flavor to traditional dishes.	مسالا رواجي کاڌن ۾ ذائقو وڌائي ٿو.	مسالا رواجي کاڌن ۾ ذائقو وڌائي ٿو.
She walked slowly through the garden.	هوءَ باغ ۾ آهستي آهستي هلندي.	هوءَ باغ ۾ آهستي آهستي هلندي.
Train journeys offer scenic views.	ريل جي سفرن منظرن جي نظارا پيش ڪن ٿا.	ريل جي سفرن منظرن جي نظارا پيش ڪن ٿا.
Doctors work long hours to treat patients.	ڊاڪٽر مرضي کي علاج ڪرڻ لاءِ ڊگهيون گهڙيون ڪم ڪندا آهن.	ڊاڪٽر مرضي کي علاج ڪرڻ لاءِ ڊگهيون گهڙيون ڪم ڪندا آهن.
She cooked delicious biryani for the family.	هوءَ خاندان لاءِ مزيدار برياني پاڻي.	هوءَ خاندان لاءِ مزيدار برياني پاڻي.
Regular exercise helps maintain good health.	منظم ورزش چنگي صحت برقرار رکڻ ۾ مدد ڪري ٿي.	منظم ورزش چنگي صحت برقرار رکڻ ۾ مدد ڪري ٿي.
Small businesses create employment opportunities.	ننڍيون کاروبار روزگار جا موقعا پيدا ڪندا آهن.	ننڍيون کاروبار روزگار جا موقعا پيدا ڪندا آهن.
People travel long distances to visit religious sites.	ماڻهو مذهبي ماڳن ڏسڻ لاءِ ڊگهيون فاصلا طي ڪندا آهن.	ماڻهو مذهبي ماڳن ڏسڻ لاءِ ڊگهيون فاصلا طي ڪندا آهن.
Tourism brings revenue to regions with historical sites.	سياحت تاريخي ماڳن وارن علائقن کي آمدني آڻي ٿي.	سياحت تاريخي ماڳن وارن علائقن کي آمدني آڻي ٿي.
Parents sacrifice their own needs for children.	والدين ٻارن لاءِ پنهنجيون ضرورتون قربان ڪن ٿا.	والدين ٻارن لاءِ پنهنجيون ضرورتون قربان ڪن ٿا.
The school organized a science fair.	اسڪول سائنس ميلو منظم ڪيو.	اسڪول سائنس ميلو منظم ڪيو.
Learning a new language requires practice.	نئين ٻولي سکڻ لاءِ مشق جي ضرورت آهي.	نئين ٻولي سکڻ لاءِ مشق جي ضرورت آهي.
Tourism brings revenue to regions with historical sites.	سياحت تاريخي ماڳن وارن علائقن کي آمدني آڻي ٿي.	سياحت تاريخي ماڳن وارن علائقن کي آمدني آڻي ٿي.
Small businesses create employment opportunities.	ننڍيون کاروبار روزگار جا موقعا پيدا ڪندا آهن.	ننڍيون کاروبار روزگار جا موقعا پيدا ڪندا آهن.
She walked slowly through the garden.	هوءَ باغ ۾ آهستي آهستي هلندي.	هوءَ باغ ۾ آهستي آهستي هلندي.
Pollution in cities has become a serious problem.	شهرن ۾ آلودگي هڪ سنجيده مسئلو بڻجي وئي آهي.	شهرن ۾ آلودگي هڪ سنجيده مسئلو بڻجي وئي آهي.
The wedding ceremony lasted three days.	شادي جي تقريب ٽن ڏينهن تائين هلي.	شادي جي تقريب ٽن ڏينهن تائين هلي.
Reading books improves vocabulary.	ڪتابن پڙهڻ ذخيرو الفاظ بيهتر بڻائي ٿو.	ڪتابن پڙهڻ ذخيرو الفاظ بيهتر بڻائي ٿو.
The professor wrote equations on the blackboard.	پروفيسر تختي تي مساوات لکيون.	پروفيسر تختي تي مساوات لکيون.
After finishing his work, he sat down.	پنهنجو ڪم مڪمل ڪرڻ کانپوءِ، هو بيٺو.	پنهنجو ڪم مڪمل ڪرڻ کانپوءِ، هو بيٺو.
The forest is home to many wild animals.	جنگل گهڻن جنگلي جانورن جو گهر آهي.	جنگل گهڻن جنگلي جانورن جو گهر آهي.
She walked slowly through the garden.	هوءَ باغ ۾ آهستي آهستي هلندي.	هوءَ باغ ۾ آهستي آهستي هلندي.
Family members support each other during difficult times.	خاندان جا ميمبر مشڪل وقتن ۾ هڪ ٻئي جي مدد ڪندا آهن.	خاندان جا ميمبر مشڪل وقتن ۾ هڪ ٻئي جي مدد ڪندا آهن.
Teachers shape young minds.	استاد نوجوان ذهنن کي شڪل ڏين ٿا.	استاد نوجوان ذهنن کي شڪل ڏين ٿا.
Respecting elders is an important value.	وڏن کي عزت ڏيڻ هڪ اهم قدر آهي.	وڏن کي عزت ڏيڻ هڪ اهم قدر آهي.
The teacher explained the lesson patiently.	استاد صبر سان سبق وضاحت ڪيو.	استاد صبر سان سبق وضاحت ڪيو.
We decided to visit the old temple.	اسان پراڻي مندر ڏسڻ جو فيصلو ڪيو.	اسان پراڻي مندر ڏسڻ جو فيصلو ڪيو.
The teacher explained the lesson patiently.	استاد صبر سان سبق وضاحت ڪيو.	استاد صبر سان سبق وضاحت ڪيو.
Regular exercise helps maintain good health.	منظم ورزش چنگي صحت برقرار رکڻ ۾ مدد ڪري ٿي.	منظم ورزش چنگي صحت برقرار رکڻ ۾ مدد ڪري ٿي.
Handicrafts showcase artistic traditions.	هٿيڪاريون فنڪاري روايتون ڏيکاريون ٿيون.	هٿيڪاريون فنڪاري روايتون ڏيکاريون ٿيون.
Children were playing cricket in the street.	ٻار سڙڪ تي ڪرڪيٽ رهيا هئا.	ٻار سڙڪ تي ڪرڪيٽ رهيا هئا.
Eating fresh fruits provides essential vitamins.	تازه ميوا کائڻ ضروري وٽامن فراهم ڪري ٿو.	تازه ميوا کائڻ ضروري وٽامن فراهم ڪري ٿو.
Spices add flavor to traditional dishes.	مسالا رواجي کاڌن ۾ ذائقو وڌائي ٿو.	مسالا رواجي کاڌن ۾ ذائقو وڌائي ٿو.
Traditional music is important for our heritage.	رواجي موسيقي اسان جي ورثي لاءِ اهم آهي.	رواجي موسيقي اسان جي ورثي لاءِ اهم آهي.
Online shopping has become popular.	آن لائن خريداري مقبول ٿي وئي آهي.	آن لائن خريداري مقبول ٿي وئي آهي.
Elderly people share wisdom and stories.	وڏا ماڻهو حڪمت ۽ ڪهاڻيون حصيداري ڪن ٿا.	وڏا ماڻهو حڪمت ۽ ڪهاڻيون حصيداري ڪن ٿا.
Learning a new language requires practice.	نئين ٻولي سکڻ لاءِ مشق جي ضرورت آهي.	نئين ٻولي سکڻ لاءِ مشق جي ضرورت آهي.
Family members support each other during difficult times.	خاندان جا ميمبر مشڪل وقتن ۾ هڪ ٻئي جي مدد ڪندا آهن.	خاندان جا ميمبر مشڪل وقتن ۾ هڪ ٻئي جي مدد ڪندا آهن.
Online shopping has become popular.	آن لائن خريداري مقبول ٿي وئي آهي.	آن لائن خريداري مقبول ٿي وئي آهي.
Digital payments have made transactions faster.	ڊجيٽل ادائگي معاملات تيز ڪيا آهن.	ڊجيٽل ادائگي معاملات تيز ڪيا آهن.
People celebrate festivals with great joy.	ماڻهو وڏي خوشيءَ سان ميلا منجن ٿا.	ماڻهو وڏي خوشيءَ سان ميلا منجن ٿا.
Digital payments have made transactions faster.	ڊجيٽل ادائگي معاملات تيز ڪيا آهن.	ڊجيٽل ادائگي معاملات تيز ڪيا آهن.
After finishing his work, he sat down.	پنهنجو ڪم مڪمل ڪرڻ کانپوءِ، هو بيٺو.	پنهنجو ڪم مڪمل ڪرڻ کانپوءِ، هو بيٺو.
Eating fresh fruits provides essential vitamins.	تازه ميوا کائڻ ضروري وٽامن فراهم ڪري ٿو.	تازه ميوا کائڻ ضروري وٽامن فراهم ڪري ٿو.
Respecting elders is an important value.	وڏن کي عزت ڏيڻ هڪ اهم قدر آهي.	وڏن کي عزت ڏيڻ هڪ اهم قدر آهي.
Teachers shape young minds.	استاد نوجوان ذهنن کي شڪل ڏين ٿا.	استاد نوجوان ذهنن کي شڪل ڏين ٿا.
Children were playing cricket in the street.	ٻار سڙڪ تي ڪرڪيٽ رهيا هئا.	ٻار سڙڪ تي ڪرڪيٽ رهيا هئا.
People celebrate festivals with great joy.	ماڻهو وڏي خوشيءَ سان ميلا منجن ٿا.	ماڻهو وڏي خوشيءَ سان ميلا منجن ٿا.
The market was crowded with people.	مارڪيٽ ماڻهن سان ڀريل هو.	مارڪيٽ ماڻهن سان ڀريل هو.
Birds were chirping in the trees.	پکي وڻن ۾ چيڪيون ڪري رهيا هئا.	پکي وڻن ۾ چيڪيون ڪري رهيا هئا.
Regular exercise helps maintain good health.	منظم ورزش چنگي صحت برقرار رکڻ ۾ مدد ڪري ٿي.	منظم ورزش چنگي صحت برقرار رکڻ ۾ مدد ڪري ٿي.
The market was crowded with people.	مارڪيٽ ماڻهن سان ڀريل هو.	مارڪيٽ ماڻهن سان ڀريل هو.
After finishing his work, he sat down.	پنهنجو ڪم مڪمل ڪرڻ کانپوءِ، هو بيٺو.	پنهنجو ڪم مڪمل ڪرڻ کانپوءِ، هو بيٺو.
Small businesses create employment opportunities.	ننڍيون کاروبار روزگار جا موقعا پيدا ڪندا آهن.	ننڍيون کاروبار روزگار جا موقعا پيدا ڪندا آهن.
Smartphones have changed how people communicate.	اسمارٽ فونن ماڻهن جي رابطي جي طريقي کي تبديل ڪيو آهي.	اسمارٽ فونن ماڻهن جي رابطي جي طريقي کي تبديل ڪيو آهي.
Parents sacrifice their own needs for children.	والدين ٻارن لاءِ پنهنجيون ضرورتون قربان ڪن ٿا.	والدين ٻارن لاءِ پنهنجيون ضرورتون قربان ڪن ٿا.
Digital payments have made transactions faster.	ڊجيٽل ادائگي معاملات تيز ڪيا آهن.	ڊجيٽل ادائگي معاملات تيز ڪيا آهن.
The wedding ceremony lasted three days.	شادي جي تقريب ٽن ڏينهن تائين هلي.	شادي جي تقريب ٽن ڏينهن تائين هلي.
The wedding ceremony lasted three days.	شادي جي تقريب ٽن ڏينهن تائين هلي.	شادي جي تقريب ٽن ڏينهن تائين هلي.
The forest is home to many wild animals.	جنگل گهڻن جنگلي جانورن جو گهر آهي.	جنگل گهڻن جنگلي جانورن جو گهر آهي.
The teacher explained the lesson patiently.	استاد صبر سان سبق وضاحت ڪيو.	استاد صبر سان سبق وضاحت ڪيو.
Regular exercise helps maintain good health.	منظم ورزش چنگي صحت برقرار رکڻ ۾ مدد ڪري ٿي.	منظم ورزش چنگي صحت برقرار رکڻ ۾ مدد ڪري ٿي.
My grandmother told me stories.	منهنجي ناني مون کي ڪهاڻيون ٻڌايون.	منهنجي ناني مون کي ڪهاڻيون ٻڌايون.
Doctors work long hours to treat patients.	ڊاڪٽر مرضي کي علاج ڪرڻ لاءِ ڊگهيون گهڙيون ڪم ڪندا آهن.	ڊاڪٽر مرضي کي علاج ڪرڻ لاءِ ڊگهيون گهڙيون ڪم ڪندا آهن.
Traditional music is important for our heritage.	رواجي موسيقي اسان جي ورثي لاءِ اهم آهي.	رواجي موسيقي اسان جي ورثي لاءِ اهم آهي.
The market was crowded with people.	مارڪيٽ ماڻهن سان ڀريل هو.	مارڪيٽ ماڻهن سان ڀريل هو.
The forest is home to many wild animals.	جنگل گهڻن جنگلي جانورن جو گهر آهي.	جنگل گهڻن جنگلي جانورن جو گهر آهي.
Cooking together brings family members closer.	گڏجي پاڻي خاندان جي ميمبرن کي ويجهو آڻي ٿو.	گڏجي پاڻي خاندان جي ميمبرن کي ويجهو آڻي ٿو.
The school organized a science fair.	اسڪول سائنس ميلو منظم ڪيو.	اسڪول سائنس ميلو منظم ڪيو.
Smartphones have changed how people communicate.	اسمارٽ فونن ماڻهن جي رابطي جي طريقي کي تبديل ڪيو آهي.	اسمارٽ فونن ماڻهن جي رابطي جي طريقي کي تبديل ڪيو آهي.
Regular exercise helps maintain good health.	منظم ورزش چنگي صحت برقرار رکڻ ۾ مدد ڪري ٿي.	منظم ورزش چنگي صحت برقرار رکڻ ۾ مدد ڪري ٿي.
The internet connects people across continents.	انٽرنيٽ براعظمن ۾ ماڻهن کي ڳنڍي ٿو.	انٽرنيٽ براعظمن ۾ ماڻهن کي ڳنڍي ٿو.
Family members support each other during difficult times.	خاندان جا ميمبر مشڪل وقتن ۾ هڪ ٻئي جي مدد ڪندا آهن.	خاندان جا ميمبر مشڪل وقتن ۾ هڪ ٻئي جي مدد ڪندا آهن.
She received a scholarship to study medicine.	هوءَ طب جي تعليم لاءِ اسڪالرشپ حاصل ڪئي.	هوءَ طب جي تعليم لاءِ اسڪالرشپ حاصل ڪئي.
The wedding ceremony lasted three days.	شادي جي تقريب ٽن ڏينهن تائين هلي.	شادي جي تقريب ٽن ڏينهن تائين هلي.
Education opens doors to opportunities.	تعليم موقعن جا دروازا کولي ٿي.	تعليم موقعن جا دروازا کولي ٿي.
Farmers planted rice in the flooded fields.	کسان پاڻيءَ واري زمينن ۾ چانور پوکيا.	کسان پاڻيءَ واري زمينن ۾ چانور پوکيا.
Farmers wake up early to tend to crops.	کسان فصلن جي سنڀال لاءِ جلدي اٿندا آهن.	کسان فصلن جي سنڀال لاءِ جلدي اٿندا آهن.
The river flows peacefully through the valley.	درياهه وادي ۾ پرامن طريقي سان وهندي آهي.	درياهه وادي ۾ پرامن طريقي سان وهندي آهي.
Storytelling preserves culture and knowledge.	ڪهاڻي ٻڌائڻ ثقافت ۽ علم کي محفوظ رکي ٿو.	ڪهاڻي ٻڌائڻ ثقافت ۽ علم کي محفوظ رکي ٿو.
Train journeys offer scenic views.	ريل جي سفرن منظرن جي نظارا پيش ڪن ٿا.	ريل جي سفرن منظرن جي نظارا پيش ڪن ٿا.
Teachers shape young minds.	استاد نوجوان ذهنن کي شڪل ڏين ٿا.	استاد نوجوان ذهنن کي شڪل ڏين ٿا.
Doctors recommend drinking plenty of water.	ڊاڪٽر گهڻو پاڻي پيئڻ جي صلاح ڏين ٿا.	ڊاڪٽر گهڻو پاڻي پيئڻ جي صلاح ڏين ٿا.
The professor wrote equations on the blackboard.	پروفيسر تختي تي مساوات لکيون.	پروفيسر تختي تي مساوات لکيون.
We decided to visit the old temple.	اسان پراڻي مندر ڏسڻ جو فيصلو ڪيو.	اسان پراڻي مندر ڏسڻ جو فيصلو ڪيو.
Students gathered in the library.	شاگرد لائبريري ۾ گڏ ٿيا.	شاگرد لائبريري ۾ گڏ ٿيا.
Family members support each other during difficult times.	خاندان جا ميمبر مشڪل وقتن ۾ هڪ ٻئي جي مدد ڪندا آهن.	خاندان جا ميمبر مشڪل وقتن ۾ هڪ ٻئي جي مدد ڪندا آهن.
Digital payments have made transactions faster.	ڊجيٽل ادائگي معاملات تيز ڪيا آهن.	ڊجيٽل ادائگي معاملات تيز ڪيا آهن.
The school organized a science fair.	اسڪول سائنس ميلو منظم ڪيو.	اسڪول سائنس ميلو منظم ڪيو.
Regular exercise helps maintain good health.	منظم ورزش چنگي صحت برقرار رکڻ ۾ مدد ڪري ٿي.	منظم ورزش چنگي صحت برقرار رکڻ ۾ مدد ڪري ٿي.
Students gathered in the library.	شاگرد لائبريري ۾ گڏ ٿيا.	شاگرد لائبريري ۾ گڏ ٿيا.
She walked slowly through the garden.	هوءَ باغ ۾ آهستي آهستي هلندي.	هوءَ باغ ۾ آهستي آهستي هلندي.
Children learn best when they are interested.	ٻار بهترين سکندا آهن جڏهن اهي دلچسپي رکندا آهن.	ٻار بهترين سکندا آهن جڏهن اهي دلچسپي رکندا آهن.
Doctors recommend drinking plenty of water.	ڊاڪٽر گهڻو پاڻي پيئڻ جي صلاح ڏين ٿا.	ڊاڪٽر گهڻو پاڻي پيئڻ جي صلاح ڏين ٿا.
Storytelling preserves culture and knowledge.	ڪهاڻي ٻڌائڻ ثقافت ۽ علم کي محفوظ رکي ٿو.	ڪهاڻي ٻڌائڻ ثقافت ۽ علم کي محفوظ رکي ٿو.
Sports teach teamwork and discipline.	راندون ٽيم ورڪ ۽ نظم وضبط سکائي ٿيون.	راندون ٽيم ورڪ ۽ نظم وضبط سکائي ٿيون.
Regular exercise helps maintain good health.	منظم ورزش چنگي صحت برقرار رکڻ ۾ مدد ڪري ٿي.	منظم ورزش چنگي صحت برقرار رکڻ ۾ مدد ڪري ٿي.
Cooking together brings family members closer.	گڏجي پاڻي خاندان جي ميمبرن کي ويجهو آڻي ٿو.	گڏجي پاڻي خاندان جي ميمبرن کي ويجهو آڻي ٿو.
Reading books improves vocabulary.	ڪتابن پڙهڻ ذخيرو الفاظ بيهتر بڻائي ٿو.	ڪتابن پڙهڻ ذخيرو الفاظ بيهتر بڻائي ٿو.
Reading books improves vocabulary.	ڪتابن پڙهڻ ذخيرو الفاظ بيهتر بڻائي ٿو.	ڪتابن پڙهڻ ذخيرو الفاظ بيهتر بڻائي ٿو.
The professor wrote equations on the blackboard.	پروفيسر تختي تي مساوات لکيون.	پروفيسر تختي تي مساوات لکيون.
Elderly people share wisdom and stories.	وڏا ماڻهو حڪمت ۽ ڪهاڻيون حصيداري ڪن ٿا.	وڏا ماڻهو حڪمت ۽ ڪهاڻيون حصيداري ڪن ٿا.
The internet connects people across continents.	انٽرنيٽ براعظمن ۾ ماڻهن کي ڳنڍي ٿو.	انٽرنيٽ براعظمن ۾ ماڻهن کي ڳنڍي ٿو.
The school organized a science fair.	اسڪول سائنس ميلو منظم ڪيو.	اسڪول سائنس ميلو منظم ڪيو.
Storytelling preserves culture and knowledge.	ڪهاڻي ٻڌائڻ ثقافت ۽ علم کي محفوظ رکي ٿو.	ڪهاڻي ٻڌائڻ ثقافت ۽ علم کي محفوظ رکي ٿو.
She walked slowly through the garden.	هوءَ باغ ۾ آهستي آهستي هلندي.	هوءَ باغ ۾ آهستي آهستي هلندي.
Education opens doors to opportunities.	تعليم موقعن جا دروازا کولي ٿي.	تعليم موقعن جا دروازا کولي ٿي.
Tea is served to guests as a gesture of hospitality.	ميهمانن کي ميهمان نوازي جي نشاني طور چانهه پيش ڪئي وڃي ٿي.	ميهمانن کي ميهمان نوازي جي نشاني طور چانهه پيش ڪئي وڃي ٿي.
Parents sacrifice their own needs for children.	والدين ٻارن لاءِ پنهنجيون ضرورتون قربان ڪن ٿا.	والدين ٻارن لاءِ پنهنجيون ضرورتون قربان ڪن ٿا.
After finishing his work, he sat down.	پنهنجو ڪم مڪمل ڪرڻ کانپوءِ، هو بيٺو.	پنهنجو ڪم مڪمل ڪرڻ کانپوءِ، هو بيٺو.
We decided to visit the old temple.	اسان پراڻي مندر ڏسڻ جو فيصلو ڪيو.	اسان پراڻي مندر ڏسڻ جو فيصلو ڪيو.
Spices add flavor to traditional dishes.	مسالا رواجي کاڌن ۾ ذائقو وڌائي ٿو.	مسالا رواجي کاڌن ۾ ذائقو وڌائي ٿو.
We decided to visit the old temple.	اسان پراڻي مندر ڏسڻ جو فيصلو ڪيو.	اسان پراڻي مندر ڏسڻ جو فيصلو ڪيو.
Online shopping has become popular.	آن لائن خريداري مقبول ٿي وئي آهي.	آن لائن خريداري مقبول ٿي وئي آهي.
Reading books improves vocabulary.	ڪتابن پڙهڻ ذخيرو الفاظ بيهتر بڻائي ٿو.	ڪتابن پڙهڻ ذخيرو الفاظ بيهتر بڻائي ٿو.
Train journeys offer scenic views.	ريل جي سفرن منظرن جي نظارا پيش ڪن ٿا.	ريل جي سفرن منظرن جي نظارا پيش ڪن ٿا.
The wedding ceremony lasted three days.	شادي جي تقريب ٽن ڏينهن تائين هلي.	شادي جي تقريب ٽن ڏينهن تائين هلي.
Family members support each other during difficult times.	خاندان جا ميمبر مشڪل وقتن ۾ هڪ ٻئي جي مدد ڪندا آهن.	خاندان جا ميمبر مشڪل وقتن ۾ هڪ ٻئي جي مدد ڪندا آهن.
Education opens doors to opportunities.	تعليم موقعن جا دروازا کولي ٿي.	تعليم موقعن جا دروازا کولي ٿي.
Students gathered in the library.	شاگرد لائبريري ۾ گڏ ٿيا.	شاگرد لائبريري ۾ گڏ ٿيا.
Education opens doors to opportunities.	تعليم موقعن جا دروازا کولي ٿي.	تعليم موقعن جا دروازا کولي ٿي.
Teachers shape young minds.	استاد نوجوان ذهنن کي شڪل ڏين ٿا.	استاد نوجوان ذهنن کي شڪل ڏين ٿا.
Tourism brings revenue to regions with historical sites.	سياحت تاريخي ماڳن وارن علائقن کي آمدني آڻي ٿي.	سياحت تاريخي ماڳن وارن علائقن کي آمدني آڻي ٿي.
Traditional music is important for our heritage.	رواجي موسيقي اسان جي ورثي لاءِ اهم آهي.	رواجي موسيقي اسان جي ورثي لاءِ اهم آهي.
The school organized a science fair.	اسڪول سائنس ميلو منظم ڪيو.	اسڪول سائنس ميلو منظم ڪيو.
Tourism brings revenue to regions with historical sites.	سياحت تاريخي ماڳن وارن علائقن کي آمدني آڻي ٿي.	سياحت تاريخي ماڳن وارن علائقن کي آمدني آڻي ٿي.
People celebrate festivals with great joy.	ماڻهو وڏي خوشيءَ سان ميلا منجن ٿا.	ماڻهو وڏي خوشيءَ سان ميلا منجن ٿا.
Education opens doors to opportunities.	تعليم موقعن جا دروازا کولي ٿي.	تعليم موقعن جا دروازا کولي ٿي.
Traditional music is important for our heritage.	رواجي موسيقي اسان جي ورثي لاءِ اهم آهي.	رواجي موسيقي اسان جي ورثي لاءِ اهم آهي.
The professor wrote equations on the blackboard.	پروفيسر تختي تي مساوات لکيون.	پروفيسر تختي تي مساوات لکيون.
We decided to visit the old temple.	اسان پراڻي مندر ڏسڻ جو فيصلو ڪيو.	اسان پراڻي مندر ڏسڻ جو فيصلو ڪيو.
Family members support each other during difficult times.	خاندان جا ميمبر مشڪل وقتن ۾ هڪ ٻئي جي مدد ڪندا آهن.	خاندان جا ميمبر مشڪل وقتن ۾ هڪ ٻئي جي مدد ڪندا آهن.
Teachers shape young minds.	استاد نوجوان ذهنن کي شڪل ڏين ٿا.	استاد نوجوان ذهنن کي شڪل ڏين ٿا.
Cricket is a popular sport.	ڪرڪيٽ هڪ مقبول راند آهي.	ڪرڪيٽ هڪ مقبول راند آهي.
Respecting elders is an important value.	وڏن کي عزت ڏيڻ هڪ اهم قدر آهي.	وڏن کي عزت ڏيڻ هڪ اهم قدر آهي.
Pollution in cities has become a serious problem.	شهرن ۾ آلودگي هڪ سنجيده مسئلو بڻجي وئي آهي.	شهرن ۾ آلودگي هڪ سنجيده مسئلو بڻجي وئي آهي.
Children were playing cricket in the street.	ٻار سڙڪ تي ڪرڪيٽ رهيا هئا.	ٻار سڙڪ تي ڪرڪيٽ رهيا هئا.
The market was crowded with people.	مارڪيٽ ماڻهن سان ڀريل هو.	مارڪيٽ ماڻهن سان ڀريل هو.
Cooking together brings family members closer.	گڏجي پاڻي خاندان جي ميمبرن کي ويجهو آڻي ٿو.	گڏجي پاڻي خاندان جي ميمبرن کي ويجهو آڻي ٿو.
After finishing his work, he sat down.	پنهنجو ڪم مڪمل ڪرڻ کانپوءِ، هو بيٺو.	پنهنجو ڪم مڪمل ڪرڻ کانپوءِ، هو بيٺو.
My grandmother told me stories.	منهنجي ناني مون کي ڪهاڻيون ٻڌايون.	منهنجي ناني مون کي ڪهاڻيون ٻڌايون.
People travel long distances to visit religious sites.	ماڻهو مذهبي ماڳن ڏسڻ لاءِ ڊگهيون فاصلا طي ڪندا آهن.	ماڻهو مذهبي ماڳن ڏسڻ لاءِ ڊگهيون فاصلا طي ڪندا آهن.
Parents sacrifice their own needs for children.	والدين ٻارن لاءِ پنهنجيون ضرورتون قربان ڪن ٿا.	والدين ٻارن لاءِ پنهنجيون ضرورتون قربان ڪن ٿا.
Parents sacrifice their own needs for children.	والدين ٻارن لاءِ پنهنجيون ضرورتون قربان ڪن ٿا.	والدين ٻارن لاءِ پنهنجيون ضرورتون قربان ڪن ٿا.
Traditional music is important for our heritage.	رواجي موسيقي اسان جي ورثي لاءِ اهم آهي.	رواجي موسيقي اسان جي ورثي لاءِ اهم آهي.
Children learn best when they are interested.	ٻار بهترين سکندا آهن جڏهن اهي دلچسپي رکندا آهن.	ٻار بهترين سکندا آهن جڏهن اهي دلچسپي رکندا آهن.
Farmers planted rice in the flooded fields.	کسان پاڻيءَ واري زمينن ۾ چانور پوکيا.	کسان پاڻيءَ واري زمينن ۾ چانور پوکيا.
Family members support each other during difficult times.	خاندان جا ميمبر مشڪل وقتن ۾ هڪ ٻئي جي مدد ڪندا آهن.	خاندان جا ميمبر مشڪل وقتن ۾ هڪ ٻئي جي مدد ڪندا آهن.
Clear communication prevents misunderstandings.	صاف رابطو غلط فهمين کي روڪي ٿو.	صاف رابطو غلط فهمين کي روڪي ٿو.
Digital payments have made transactions faster.	ڊجيٽل ادائگي معاملات تيز ڪيا آهن.	ڊجيٽل ادائگي معاملات تيز ڪيا آهن.
The market was crowded with people.	مارڪيٽ ماڻهن سان ڀريل هو.	مارڪيٽ ماڻهن سان ڀريل هو.
