source	reference	translation
The forest is home to many wild animals.	جنگل گھنے جنگلی جانوراں دا گھر اے۔	جنگل گھنے جنگلی جانوراں دا گھر اے۔
She cooked delicious biryani for the family.	اوں خاندان کیتے مزیدار بریانی پکائی۔	اوں خاندان کیتے مزیدار بریانی پکائی۔
The bus arrived late.	بس ڈیر نال پہنچی۔	بس ڈیر نال پہنچی۔
Spices add flavor to traditional dishes.	مصالحے روایتی کھاناں وچ ذائقہ ودیندے نیں۔	مصالحے روایتی کھاناں وچ ذائقہ ودیندے نیں۔
Respecting elders is an important value.	بزرگاں دا احترام ہک اہم قدر اے۔	بزرگاں دا احترام ہک اہم قدر اے۔
Birds were chirping in the trees.	پنچھی رکھاں وچ چہچہا رہے ہن۔	پنچھی رکھاں وچ چہچہا رہے ہن۔
Agriculture remains the primary source of income.	زراعت آمدنی دا بنیادی ذریعہ رہندی اے۔	زراعت آمدنی دا بنیادی ذریعہ رہندی اے۔
The market was crowded with people.	بازار لوکاں نال بھریا ہویا ہا۔	بازار لوکاں نال بھریا ہویا ہا۔
Online shopping has become popular.	آن لائن خریداری مقبول تھی گئی اے۔	آن لائن خریداری مقبول تھی گئی اے۔
She cooked delicious biryani for the family.	اوں خاندان کیتے مزیدار بریانی پکائی۔	اوں خاندان کیتے مزیدار بریانی پکائی۔
She cooked delicious biryani for the family.	اوں خاندان کیتے مزیدار بریانی پکائی۔	اوں خاندان کیتے مزیدار بریانی پکائی۔
The internet connects people across continents.	انٹرنیٹ براعظماں وچ لوکاں کوں جوڑیندے۔	انٹرنیٹ براعظماں وچ لوکاں کوں جوڑیندے۔
Elderly people share wisdom and stories.	بزرگ لوک حکمت تے کہانیاں سانجھیاں کریندے نیں۔	بزرگ لوک حکمت تے کہانیاں سانجھیاں کریندے نیں۔
Regular exercise helps maintain good health.	منظم ورزش چنگی صحت برقرار رکھن وچ مدد کریندی اے۔	منظم ورزش چنگی صحت برقرار رکھن وچ مدد کریندی اے۔
The forest is home to many wild animals.	جنگل گھنے جنگلی جانوراں دا گھر اے۔	جنگل گھنے جنگلی جانوراں دا گھر اے۔
The wedding ceremony lasted three days.	شادی دی تقریب ترئے دینہہ چلی۔	شادی دی تقریب ترئے دینہہ چلی۔
After finishing his work, he sat down.	اپنا کم مکمل کرن دے بعد، او بیٹھ گیا۔	اپنا کم مکمل کرن دے بعد، او بیٹھ گیا۔
Learning a new language requires practice.	نوی زبان سکھن کیتے مشق دی لوڑ اے۔	نوی زبان سکھن کیتے مشق دی لوڑ اے۔
Doctors recommend drinking plenty of water.	ڈاکٹر گھنے پانی پیون دی صلاح دیندے نیں۔	ڈاکٹر گھنے پانی پیون دی صلاح دیندے نیں۔
Sports teach teamwork and discipline.	کھیڈاں ٹیم ورک تے نظم و ضبط سکھیندیاں نیں۔	کھیڈاں ٹیم ورک تے نظم و ضبط سکھیندیاں نیں۔
Clear communication prevents misunderstandings.	صاف رابطہ غلط فہمیاں کوں روکیندے۔	صاف رابطہ غلط فہمیاں کوں روکیندے۔
Storytelling preserves culture and knowledge.	کہانی سناون ثقافت تے علم کوں محفوظ رکھیندے۔	کہانی سناون ثقافت تے علم کوں محفوظ رکھیندے۔
We decided to visit the old temple.	اساں پرانے مندر دیکھن دا فیصلہ کیتا۔	اساں پرانے مندر دیکھن دا فیصلہ کیتا۔
Clear communication prevents misunderstandings.	صاف رابطہ غلط فہمیاں کوں روکیندے۔	صاف رابطہ غلط فہمیاں کوں روکیندے۔
Digital payments have made transactions faster.	ڈیجیٹل ادائیگیاں معاملات تیز کیتے نیں۔	ڈیجیٹل ادائیگیاں معاملات تیز کیتے نیں۔
Online shopping has become popular.	آن لائن خریداری مقبول تھی گئی اے۔	آن لائن خریداری مقبول تھی گئی اے۔
The market was crowded with people.	بازار لوکاں نال بھریا ہویا ہا۔	بازار لوکاں نال بھریا ہویا ہا۔
The internet connects people across continents.	انٹرنیٹ براعظماں وچ لوکاں کوں جوڑیندے۔	انٹرنیٹ براعظماں وچ لوکاں کوں جوڑیندے۔
The market was crowded with people.	بازار لوکاں نال بھریا ہویا ہا۔	بازار لوکاں نال بھریا ہویا ہا۔
Respecting elders is an important value.	بزرگاں دا احترام ہک اہم قدر اے۔	بزرگاں دا احترام ہک اہم قدر اے۔
She walked slowly through the garden.	اوں باغ وچ آہستہ آہستہ ٹردی۔	اوں باغ وچ آہستہ آہستہ ٹردی۔
Handicrafts showcase artistic traditions.	ہتھکاریاں فنکارانہ روایات دکھیندیاں نیں۔	ہتھکاریاں فنکارانہ روایات دکھیندیاں نیں۔
Teachers shape young minds.	استاد نوجوان ذہناں کوں شکل دیندے نیں۔	استاد نوجوان ذہناں کوں شکل دیندے نیں۔
We decided to visit the old temple.	اساں پرانے مندر دیکھن دا فیصلہ کیتا۔	اساں پرانے مندر دیکھن دا فیصلہ کیتا۔
